pathway	abundance	LIBID
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	5.6422049517	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	2061.2137373104	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_pneumoniae	682.2795636198	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_salivarius	496.6862450386	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Staphylococcus.s__Staphylococcus_aureus	159.4014693915	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Staphylococcus.s__Staphylococcus_capitis	136.823210249	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Staphylococcus.s__Staphylococcus_lugdunensis	95.0701492855	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_mitis	30.479409008	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	24.1497191142	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	18.9458995337	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Staphylococcus.s__Staphylococcus_epidermidis	18.4720354997	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_constellatus	10.2318249314	MBM171
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_milleri	4.0387571928	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	2053.6239161624	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pneumoniae	407.6976578574	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_aureus	137.2715521017	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Corynebacterium.s__Corynebacterium_resistens	83.8511309951	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Cutibacterium.s__Cutibacterium_acnes	81.8980510895	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_lugdunensis	78.4128032197	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_epidermidis	70.240988963	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_capitis	53.4441885634	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_salivarius	34.6275769895	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	9.3446756286	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_mitis	7.7513181685	MBM171
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	4.654709707	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	2038.4425203711	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pneumoniae	451.9635422488	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Cutibacterium.s__Cutibacterium_acnes	89.7810091529	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Corynebacterium.s__Corynebacterium_resistens	87.0083523288	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_epidermidis	65.9461998099	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_aureus	56.7961746943	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_lugdunensis	55.488776566	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_salivarius	40.0524067122	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_capitis	26.5179864259	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	10.8988992681	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_mitis	9.3666386383	MBM171
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	5.3681726918	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	1964.124437533	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Staphylococcus.s__Staphylococcus_capitis	898.7258899112	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Corynebacterium.s__Corynebacterium_resistens	202.3275317214	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Cutibacterium.s__Cutibacterium_acnes	132.9579391524	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Staphylococcus.s__Staphylococcus_lugdunensis	121.934213544	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Staphylococcus.s__Staphylococcus_epidermidis	80.0195240312	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Streptococcus.s__Streptococcus_pneumoniae	54.8065191399	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Staphylococcus.s__Staphylococcus_aureus	43.4778831079	MBM171
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Micrococcus.s__Micrococcus_aloeverae	24.1184262276	MBM171
P42-PWY: incomplete reductive TCA cycle	1959.160587511	MBM171
P42-PWY: incomplete reductive TCA cycle|g__Staphylococcus.s__Staphylococcus_capitis	454.2594917035	MBM171
P42-PWY: incomplete reductive TCA cycle|g__Staphylococcus.s__Staphylococcus_aureus	400.0015158926	MBM171
P42-PWY: incomplete reductive TCA cycle|g__Staphylococcus.s__Staphylococcus_epidermidis	155.7643297599	MBM171
P42-PWY: incomplete reductive TCA cycle|g__Streptococcus.s__Streptococcus_pneumoniae	119.85342431	MBM171
PWY-3001: superpathway of L-isoleucine biosynthesis I	1950.9096500253	MBM171
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	160.1029625902	MBM171
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	129.9241861216	MBM171
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	5.9718642463	MBM171
TCA: TCA cycle I (prokaryotic)	1922.3228749006	MBM171
TCA: TCA cycle I (prokaryotic)|g__Staphylococcus.s__Staphylococcus_epidermidis	229.732342069	MBM171
PWY-5686: UMP biosynthesis I	1919.3822928396	MBM171
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	513.7759080346	MBM171
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	181.7190304444	MBM171
PWY-5686: UMP biosynthesis I|g__Staphylococcus.s__Staphylococcus_capitis	179.5542210845	MBM171
PWY-5686: UMP biosynthesis I|g__Staphylococcus.s__Staphylococcus_lugdunensis	108.150855925	MBM171
PWY-5686: UMP biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	101.9951659359	MBM171
PWY-5686: UMP biosynthesis I|g__Cutibacterium.s__Cutibacterium_acnes	71.3345350941	MBM171
PWY-5686: UMP biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	47.5967457049	MBM171
PWY-5686: UMP biosynthesis I|g__Micrococcus.s__Micrococcus_luteus	20.9472563517	MBM171
PWY-5686: UMP biosynthesis I|g__Micrococcus.s__Micrococcus_aloeverae	18.6973426426	MBM171
PWY-5686: UMP biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	9.3404292272	MBM171
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	9.0410473343	MBM171
PWY-5686: UMP biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	4.7857245941	MBM171
PWY-7790: UMP biosynthesis II	1919.3822928396	MBM171
PWY-7790: UMP biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	513.7759080346	MBM171
PWY-7790: UMP biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	181.7190304444	MBM171
PWY-7790: UMP biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	179.5542210845	MBM171
PWY-7790: UMP biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	108.150855925	MBM171
PWY-7790: UMP biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	71.3345350941	MBM171
PWY-7790: UMP biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	71.1619089897	MBM171
PWY-7790: UMP biosynthesis II|g__Micrococcus.s__Micrococcus_luteus	17.1345163096	MBM171
PWY-7790: UMP biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	13.4575894404	MBM171
PWY-7790: UMP biosynthesis II|g__Staphylococcus.s__Staphylococcus_aureus	9.3404292272	MBM171
PWY-7790: UMP biosynthesis II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	9.0410473343	MBM171
PWY-7791: UMP biosynthesis III	1919.3822928396	MBM171
PWY-7791: UMP biosynthesis III|g__Streptococcus.s__Streptococcus_pneumoniae	513.7759080346	MBM171
PWY-7791: UMP biosynthesis III|g__Streptococcus.s__Streptococcus_salivarius	181.7190304444	MBM171
PWY-7791: UMP biosynthesis III|g__Staphylococcus.s__Staphylococcus_capitis	179.5542210845	MBM171
PWY-7791: UMP biosynthesis III|g__Staphylococcus.s__Staphylococcus_lugdunensis	108.150855925	MBM171
PWY-7791: UMP biosynthesis III|g__Cutibacterium.s__Cutibacterium_acnes	89.1631706646	MBM171
PWY-7791: UMP biosynthesis III|g__Corynebacterium.s__Corynebacterium_resistens	71.1619089897	MBM171
PWY-7791: UMP biosynthesis III|g__Streptococcus.s__Streptococcus_pseudopneumoniae	9.0410473343	MBM171
PWY-7791: UMP biosynthesis III|g__Streptococcus.s__Streptococcus_mitis	4.7857245941	MBM171
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	1874.3898482583	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis	1872.7071152295	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	196.1689351795	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	189.4670714032	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	159.0883102075	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	98.2867695238	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Cutibacterium.s__Cutibacterium_acnes	95.7702431745	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	55.4981400629	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_pseudopneumoniae	25.7758896745	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_mitis	25.5693268374	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Micrococcus.s__Micrococcus_luteus	4.6823636443	MBM171
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Micrococcus.s__Micrococcus_aloeverae	2.3449728812	MBM171
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	1773.7025583035	MBM171
PWY-5265: peptidoglycan biosynthesis II (staphylococci)|g__Streptococcus.s__Streptococcus_pneumoniae	311.8945846417	MBM171
PWY-5265: peptidoglycan biosynthesis II (staphylococci)|g__Streptococcus.s__Streptococcus_mitis	14.1581775498	MBM171
PWY-5265: peptidoglycan biosynthesis II (staphylococci)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	7.9136185867	MBM171
PWY-7254: TCA cycle VII (acetate-producers)	1714.7994784397	MBM171
PWY-7254: TCA cycle VII (acetate-producers)|g__Staphylococcus.s__Staphylococcus_epidermidis	299.1395998612	MBM171
PWY-5913: partial TCA cycle (obligate autotrophs)	1643.3950090018	MBM171
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Staphylococcus.s__Staphylococcus_epidermidis	180.9331200472	MBM171
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Streptococcus.s__Streptococcus_pneumoniae	163.1834076459	MBM171
PWY-5913: partial TCA cycle (obligate autotrophs)|unclassified	110.3432797126	MBM171
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	1628.4163825807	MBM171
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_pneumoniae	491.4251904749	MBM171
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_salivarius	129.6502213667	MBM171
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	20.1929963778	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage	1627.1949329555	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Staphylococcus.s__Staphylococcus_capitis	163.9620335835	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Corynebacterium.s__Corynebacterium_resistens	130.4646084325	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_pneumoniae	95.7940260837	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Staphylococcus.s__Staphylococcus_lugdunensis	78.9611215837	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Cutibacterium.s__Cutibacterium_acnes	75.868798476	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Staphylococcus.s__Staphylococcus_epidermidis	43.6048520344	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	13.2285932865	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Micrococcus.s__Micrococcus_luteus	9.6776374858	MBM171
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Streptococcus.s__Streptococcus_milleri	1.1446606009	MBM171
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	1617.7100207296	MBM171
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Micrococcus.s__Micrococcus_luteus	55.189129035	MBM171
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Micrococcus.s__Micrococcus_aloeverae	29.124002254	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1607.185196324	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Corynebacterium.s__Corynebacterium_resistens	389.808605973	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_salivarius	388.2240073164	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pneumoniae	153.9002605082	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	111.2019601993	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_mitis	75.816995087	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	34.896451762	MBM171
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_oralis	1.9203077688	MBM171
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	1535.9814717893	MBM171
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_pneumoniae	327.7187050565	MBM171
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Staphylococcus.s__Staphylococcus_capitis	177.0027463894	MBM171
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_mitis	13.7304371488	MBM171
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_pseudopneumoniae	9.8014686767	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I	1528.6704149175	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_pneumoniae	493.1352768067	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Cutibacterium.s__Cutibacterium_acnes	207.7398017092	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Staphylococcus.s__Staphylococcus_capitis	106.9618880948	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Staphylococcus.s__Staphylococcus_lugdunensis	46.6050439694	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_salivarius	36.8744844882	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Staphylococcus.s__Staphylococcus_aureus	36.81306745	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Staphylococcus.s__Staphylococcus_epidermidis	31.2086379008	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	20.149473157	MBM171
PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_oralis	16.4459144083	MBM171
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	1513.5722380564	MBM171
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_pneumoniae	413.031571961	MBM171
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Corynebacterium.s__Corynebacterium_resistens	126.3400712813	MBM171
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_mitis	23.3492388721	MBM171
TRNA-CHARGING-PWY: tRNA charging	1488.1177440255	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Streptococcus.s__Streptococcus_pneumoniae	202.220582318	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Staphylococcus.s__Staphylococcus_capitis	189.463592048	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Staphylococcus.s__Staphylococcus_epidermidis	45.1123424064	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Staphylococcus.s__Staphylococcus_aureus	36.8013836281	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Streptococcus.s__Streptococcus_salivarius	25.4080033194	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Streptococcus.s__Streptococcus_mitis	4.4632071831	MBM171
TRNA-CHARGING-PWY: tRNA charging|g__Streptococcus.s__Streptococcus_pseudopneumoniae	3.8038427472	MBM171
PWY-5981: CDP-diacylglycerol biosynthesis III	1482.9872239564	MBM171
PWY-5981: CDP-diacylglycerol biosynthesis III|g__Streptococcus.s__Streptococcus_salivarius	274.8376407903	MBM171
PWY-5981: CDP-diacylglycerol biosynthesis III|g__Streptococcus.s__Streptococcus_pneumoniae	147.4262689569	MBM171
PWY-5981: CDP-diacylglycerol biosynthesis III|g__Staphylococcus.s__Staphylococcus_aureus	69.2343381683	MBM171
PWY-5981: CDP-diacylglycerol biosynthesis III|g__Staphylococcus.s__Staphylococcus_capitis	54.2944707839	MBM171
PWY-5981: CDP-diacylglycerol biosynthesis III|g__Staphylococcus.s__Staphylococcus_epidermidis	46.3775847922	MBM171
