species	MHS340	MHS348	MHS420	MHS431	MHS602
Streptomyces sp. ADI95-16	0	0	0	0	     4
Streptomyces sp. SS52	0	0	0	0	     2
Streptomyces sp. NEAU-S7GS2	0	0	0	0	     2
Streptomyces sp. ICC1	0	0	0	0	     2
Streptomyces sp. S1D4-20	0	0	0	0	     1
Streptomyces sp. CLI2509	0	0	0	0	     1
Streptomyces sp. GBA 94-10	0	0	0	0	     1
Streptomyces sp. PAMC 26508	0	0	0	0	     1
Streptomyces sp. VN1	0	0	0	0	     1
Streptomyces sp. MOE7	0	0	0	0	     1
Streptomyces sp. CB04723	0	0	0	0	     1
Streptomyces malaysiensis	0	0	0	0	     2
Streptomyces solisilvae	0	0	0	0	     2
Streptomyces ficellus	0	0	0	0	    22
Streptomyces pristinaespiralis	0	0	0	0	    14
Streptomyces coeruleorubidus	0	0	0	0	    13
Streptomyces decoyicus	0	0	0	0	     9
Streptomyces pluripotens	0	0	0	0	     7
Streptomyces griseofuscus	0	0	0	0	     5
Streptomyces tuirus	0	0	0	0	     4
Streptomyces antimycoticus	0	0	0	0	     3
Streptomyces fradiae	0	0	0	0	     2
Streptomyces fulvissimus	0	0	0	0	     2
Streptomyces mirabilis	0	0	0	0	     1
Streptomyces olivaceus	0	0	0	0	     1
Streptomyces fungicidicus	0	0	0	0	     1
Streptomyces cavourensis	0	0	0	0	     1
Streptomyces spongiicola	0	0	0	0	     1
Micromonospora maris	0	0	0	0	    13
Micromonospora purpureochromogenes	0	0	0	0	    10
Micromonospora aurantiaca	0	0	0	0	     2
Plantactinospora sp. BB1	0	0	0	0	     7
Amycolatopsis japonica	0	0	0	0	     2
Saccharomonospora glauca	0	0	0	0	    11
Saccharomonospora viridis	0	0	0	0	     7
Saccharomonospora xinjiangensis	0	0	0	0	     6
Actinomyces sp. Chiba101	0	0	0	0	     1
Actinomyces qiguomingii	0	0	0	0	     8
Actinomyces slackii	0	0	0	0	     5
Actinomyces procaprae	0	0	0	0	     1
Schaalia sp. JY-X169	0	0	0	0	     2
Schaalia sp. 19OD2882	0	0	0	0	     2
Schaalia cardiffensis	0	0	0	0	     1
Arcanobacterium sp. JY-X040	0	0	0	0	    20
Arcanobacterium phocisimile	0	0	0	0	     1
Trueperella pyogenes	0	0	0	0	     5
Trueperella pecoris	0	0	0	0	     1
Flaviflexus salsibiostraticola	0	0	0	0	     1
Actinotignum schaalii	0	0	0	0	     1
Bifidobacterium dentium	0	0	0	0	     5
Bifidobacterium imperatoris	0	0	0	0	     3
Bifidobacterium asteroides	0	0	0	0	     3
Bifidobacterium pullorum	0	0	0	0	     2
Bifidobacterium animalis	0	0	0	0	     1
Scardovia inopinata	0	0	0	0	     1
Nakamurella panacisegetis	0	0	0	0	    15
Nakamurella sp. s14-144	0	0	0	0	     1
Natronoglycomyces albus	0	0	0	0	     4
Acidothermus cellulolyticus	0	0	0	0	    15
Candidatus Nanopelagicus abundans	0	0	0	0	     1
Eggerthella guodeyinii	0	0	0	0	    17
Gordonibacter urolithinfaciens	0	0	0	0	     1
Adlercreutzia sp. 8CFCBH1	0	0	0	0	     1
Olsenella sp. LZLJ-2	0	0	0	0	     3
Olsenella uli	0	0	0	0	     9
Olsenella timonensis	0	0	0	0	     7
Lancefieldella parvula	0	0	0	0	     9
Atopobium sp. oral taxon 416	0	0	0	0	     6
Parolsenella massiliensis	0	0	0	0	     2
Acidimicrobium ferrooxidans	0	0	0	0	     2
Staphylococcus pseudintermedius	0	0	0	0	    15
Staphylococcus delphini	0	0	0	0	     5
Staphylococcus equorum	0	0	0	0	     8
Staphylococcus carnosus	0	0	0	0	     6
Staphylococcus schleiferi	0	0	0	0	     5
Staphylococcus hyicus	0	0	0	0	     3
Staphylococcus argenteus	0	0	0	0	     1
Mammaliicoccus vitulinus	0	0	0	0	     4
Mammaliicoccus fleurettii	0	0	0	0	     1
Jeotgalicoccus sp. WY2	0	0	0	0	     3
Jeotgalicoccus saudimassiliensis	0	0	0	0	     4
Abyssicoccus albus	0	0	0	0	     3
Bacillus cytotoxicus	0	0	0	0	     2
Bacillus anthracis	0	0	0	0	     1
Bacillus pseudomycoides	0	0	0	0	     1
Bacillus toyonensis	0	0	0	0	     1
Bacillus luti	0	0	0	0	     1
Bacillus sp. SB49	0	0	0	0	     2
Bacillus sp. FJAT-42376	0	0	0	0	     1
Bacillus sp. FJAT-22090	0	0	0	0	     1
Bacillus sp. N1-1	0	0	0	0	     1
Bacillus sp. OxB-1	0	0	0	0	     1
Bacillus amyloliquefaciens	0	0	0	0	     1
Bacillus vallismortis	0	0	0	0	     1
Bacillus safensis	0	0	0	0	     2
Bacillus pumilus	0	0	0	0	     1
Bacillus aquiflavi	0	0	0	0	     1
Geobacillus sp. 46C-IIa	0	0	0	0	     2
Geobacillus sp. C56-T3	0	0	0	0	     1
Geobacillus subterraneus	0	0	0	0	     2
Peribacillus psychrosaccharolyticus	0	0	0	0	     2
Lysinibacillus agricola	0	0	0	0	     3
Lysinibacillus sphaericus	0	0	0	0	     2
Lysinibacillus fusiformis	0	0	0	0	     1
Lysinibacillus varians	0	0	0	0	     1
Metabacillus sp. cB07	0	0	0	0	    11
Metabacillus sp. KUDC1714	0	0	0	0	     3
Metabacillus litoralis	0	0	0	0	     1
Virgibacillus halodenitrificans	0	0	0	0	     6
Virgibacillus sp. Bac332	0	0	0	0	     1
Virgibacillus necropolis	0	0	0	0	     2
Sutcliffiella horikoshii	0	0	0	0	     7
Sutcliffiella cohnii	0	0	0	0	     1
Anaerobacillus isosaccharinicus	0	0	0	0	     8
Cytobacillus ciccensis	0	0	0	0	     3
Cytobacillus gottheilii	0	0	0	0	     2
Cytobacillus kochii	0	0	0	0	     1
Hydrogenibacillus sp. N12	0	0	0	0	     7
Anoxybacillus caldiproteolyticus	0	0	0	0	     6
Lederbergia lentus	0	0	0	0	     4
Halobacillus mangrovi	0	0	0	0	     3
Pontibacillus sp. HMF3514	0	0	0	0	     4
Fictibacillus arsenicus	0	0	0	0	     2
Alkalihalobacillus pseudofirmus	0	0	0	0	     1
Alkalihalobacillus lehensis	0	0	0	0	     1
Alkalihalobacillus miscanthi	0	0	0	0	     1
Psychrobacillus sp. AK 1817	0	0	0	0	     1
Psychrobacillus sp. INOP01	0	0	0	0	     1
Rossellomorea vietnamensis	0	0	0	0	     2
Heyndrickxia oleronia	0	0	0	0	     2
Lentibacillus sp. CBA3610	0	0	0	0	     2
Paraliobacillus zengyii	0	0	0	0	     2
Salicibibacter halophilus	0	0	0	0	     1
Salicibibacter cibi	0	0	0	0	     1
Mesobacillus foraminis	0	0	0	0	     2
Terribacillus aidingensis	0	0	0	0	     2
Neobacillus mesonae	0	0	0	0	     1
Salimicrobium jeotgali	0	0	0	0	     1
Evansella cellulosilytica	0	0	0	0	     1
Amphibacillus xylanus	0	0	0	0	     1
Paenibacillus sp. FSL R7-0273	0	0	0	0	     5
Paenibacillus sp. DR312	0	0	0	0	     2
Paenibacillus sp. TB2019	0	0	0	0	     2
Paenibacillus sp. URB8-2	0	0	0	0	     2
Paenibacillus sp. 32O-W	0	0	0	0	     2
Paenibacillus sp. JNUCC-31	0	0	0	0	     1
Paenibacillus sp. FSL R7-0331	0	0	0	0	     1
Paenibacillus sp. FSL R5-0912	0	0	0	0	     1
Paenibacillus sp. CAA11	0	0	0	0	     1
Paenibacillus sp. FSL P4-0081	0	0	0	0	     1
Paenibacillus odorifer	0	0	0	0	     8
Paenibacillus crassostreae	0	0	0	0	     7
Paenibacillus lentus	0	0	0	0	     4
Paenibacillus alvei	0	0	0	0	     4
Paenibacillus cellulositrophicus	0	0	0	0	     2
Paenibacillus donghaensis	0	0	0	0	     2
Paenibacillus agaridevorans	0	0	0	0	     1
Paenibacillus swuensis	0	0	0	0	     1
Paenibacillus sonchi	0	0	0	0	     1
Paenibacillus graminis	0	0	0	0	     1
Paenibacillus beijingensis	0	0	0	0	     1
Paenibacillus guangzhouensis	0	0	0	0	     1
Paenibacillus antarcticus	0	0	0	0	     1
Paenibacillus larvae	0	0	0	0	     1
Paenibacillus bovis	0	0	0	0	     1
Paenibacillus terrae	0	0	0	0	     1
Cohnella sp. KS 22	0	0	0	0	     3
Cohnella sp. MFER-1	0	0	0	0	     2
Brevibacillus sp. SCSIO 07484	0	0	0	0	     4
Brevibacillus brevis	0	0	0	0	     1
Brevibacillus agri	0	0	0	0	     1
Thermobacillus composti	0	0	0	0	     1
Exiguobacterium sp. PFWT01	0	0	0	0	     7
Exiguobacterium sp. ZWU0009	0	0	0	0	     6
Exiguobacterium sp. N4-1P	0	0	0	0	     1
Exiguobacterium acetylicum	0	0	0	0	     1
Planococcus antarcticus	0	0	0	0	     2
Planococcus plakortidis	0	0	0	0	     1
Planococcus halocryophilus	0	0	0	0	     1
Planococcus sp. MB-3u-03	0	0	0	0	     1
Sporosarcina ureae	0	0	0	0	     2
Sporosarcina sp. PTS2304	0	0	0	0	     1
Ureibacillus thermophilus	0	0	0	0	     4
Jeotgalibacillus malaysiensis	0	0	0	0	     2
Solibacillus silvestris	0	0	0	0	     1
Solibacillus sp. R5-41	0	0	0	0	     1
Paenisporosarcina antarctica	0	0	0	0	     1
Novibacillus thermophilus	0	0	0	0	    16
Kroppenstedtia pulmonis	0	0	0	0	     1
Staphylospora marina	0	0	0	0	     1
Listeria welshimeri	0	0	0	0	     2
Listeria grayi	0	0	0	0	     1
Listeria sp. PSOL-1	0	0	0	0	     1
Brochothrix thermosphacta	0	0	0	0	     6
Alicyclobacillus sp. SO9	0	0	0	0	     1
Kyrpidia spormannii	0	0	0	0	     1
Sporolactobacillus terrae	0	0	0	0	     3
Streptococcus sp. 116-D4	0	0	0	0	    18
Streptococcus sp. LPB0220	0	0	0	0	     6
Streptococcus constellatus	0	0	0	0	    11
Streptococcus agalactiae	0	0	0	0	     4
Streptococcus lactarius	0	0	0	0	     4
Streptococcus himalayensis	0	0	0	0	     3
Streptococcus mutans	0	0	0	0	     3
Streptococcus gallolyticus	0	0	0	0	     2
Streptococcus infantarius	0	0	0	0	     2
Streptococcus koreensis	0	0	0	0	     1
Streptococcus merionis	0	0	0	0	     1
Streptococcus uberis	0	0	0	0	     1
Streptococcus chenjunshii	0	0	0	0	     1
Lactococcus raffinolactis	0	0	0	0	     9
Lactococcus taiwanensis	0	0	0	0	     6
Lactococcus sp. KACC 19320	0	0	0	0	     2
Loigolactobacillus bifermentans	0	0	0	0	     8
Limosilactobacillus reuteri	0	0	0	0	    45
Limosilactobacillus pontis	0	0	0	0	     3
Limosilactobacillus frumenti	0	0	0	0	     2
Lactobacillus sp. 3B(2020)	0	0	0	0	     4
Lactobacillus sp. CBA3606	0	0	0	0	     1
Lactobacillus helveticus	0	0	0	0	     2
Lactobacillus panisapium	0	0	0	0	     1
Lacticaseibacillus rhamnosus	0	0	0	0	     3
Leuconostoc lactis	0	0	0	0	    12
Weissella viridescens	0	0	0	0	     1
Weissella hellenica	0	0	0	0	     1
Ligilactobacillus animalis	0	0	0	0	     5
Ligilactobacillus murinus	0	0	0	0	     2
Ligilactobacillus agilis	0	0	0	0	     1
Ligilactobacillus saerimneri	0	0	0	0	     1
Levilactobacillus brevis	0	0	0	0	     2
Levilactobacillus zymae	0	0	0	0	     1
Levilactobacillus koreensis	0	0	0	0	     1
Secundilactobacillus malefermentans	0	0	0	0	     3
Fructilactobacillus fructivorans	0	0	0	0	     1
Fructilactobacillus sanfranciscensis	0	0	0	0	     1
Pediococcus acidilactici	0	0	0	0	     1
Liquorilactobacillus hordei	0	0	0	0	     1
Companilactobacillus heilongjiangensis	0	0	0	0	     1
Bombilactobacillus bombi	0	0	0	0	     1
Enterococcus raffinosus	0	0	0	0	     2
Vagococcus lutrae	0	0	0	0	     2
Tetragenococcus halophilus	0	0	0	0	     1
Jeotgalibaca ciconiae	0	0	0	0	     1
Jeotgalibaca sp. PTS2502	0	0	0	0	     1
Granulicatella adiacens	0	0	0	0	     4
Clostridium sp. CT4	0	0	0	0	     4
Clostridium sp. SY8519	0	0	0	0	     2
Clostridium sp. 'deep sea'	0	0	0	0	     2
Clostridium sp. C1	0	0	0	0	     1
Clostridium sp. 001	0	0	0	0	     1
Clostridium argentinense	0	0	0	0	     3
Clostridium cellulovorans	0	0	0	0	     2
Clostridium novyi	0	0	0	0	     2
Clostridium tetani	0	0	0	0	     1
Clostridium acetobutylicum	0	0	0	0	     1
Clostridium drakei	0	0	0	0	     1
Clostridium scatologenes	0	0	0	0	     1
Clostridium tyrobutyricum	0	0	0	0	     1
Alkaliphilus metalliredigens	0	0	0	0	     2
Alkaliphilus oremlandii	0	0	0	0	     1
Alkaliphilus sp. B6464	0	0	0	0	     1
Serpentinicella alkaliphila	0	0	0	0	     4
Crassaminicella sp. SY095	0	0	0	0	     1
Anaerostipes rhamnosivorans	0	0	0	0	     1
Roseburia hominis	0	0	0	0	     1
Blautia pseudococcoides	0	0	0	0	     1
[Clostridium] hylemonae	0	0	0	0	     3
[Clostridium] scindens	0	0	0	0	     1
Butyrivibrio proteoclasticus	0	0	0	0	     2
Butyrivibrio hungatei	0	0	0	0	     2
Pseudobutyrivibrio xylanivorans	0	0	0	0	     4
Lacrimispora sphenoides	0	0	0	0	     1
Cellulosilyticum sp. WCF-2	0	0	0	0	     1
Acetivibrio saccincola	0	0	0	0	     3
Oscillibacter sp. MM50	0	0	0	0	     2
Dysosmobacter welbionis	0	0	0	0	     1
Dysosmobacter sp. Marseille-Q4140	0	0	0	0	     1
Caproicibacterium amylolyticum	0	0	0	0	     1
Ruthenibacterium lactatiformans	0	0	0	0	     1
Ethanoligenens harbinense	0	0	0	0	     1
Mogibacterium diversum	0	0	0	0	     9
Aminipila butyrica	0	0	0	0	     1
Flintibacter sp. KGMB00164	0	0	0	0	     3
Massilistercora timonensis	0	0	0	0	     3
Intestinimonas butyriciproducens	0	0	0	0	     1
Candidatus Desulforudis audaxviator	0	0	0	0	     6
Desulfosporosinus meridiei	0	0	0	0	     1
Desulfosporosinus acidiphilus	0	0	0	0	     1
Syntrophobotulus glycolicus	0	0	0	0	     2
Desulfotomaculum reducens	0	0	0	0	     1
Paeniclostridium sordellii	0	0	0	0	     2
Eubacterium sp. NSJ-61	0	0	0	0	     2
Eubacterium callanderi	0	0	0	0	     1
Acetobacterium woodii	0	0	0	0	     1
Christensenella minuta	0	0	0	0	     2
Vallitalea pronyensis	0	0	0	0	     1
Petrocella atlantisensis	0	0	0	0	     1
Candidatus Syntrophocurvum alkaliphilum	0	0	0	0	     1
Thermacetogenium phaeum	0	0	0	0	     8
Thermoanaerobacter wiegelii	0	0	0	0	     2
Carboxydothermus hydrogenoformans	0	0	0	0	     1
Gelria sp. Kuro-4	0	0	0	0	     1
Caldicellulosiruptor changbaiensis	0	0	0	0	     8
Thermoanaerobacterium xylanolyticum	0	0	0	0	     1
Thermodesulfobium acidiphilum	0	0	0	0	     1
Natranaerobius thermophilus	0	0	0	0	    14
Acetohalobium arabaticum	0	0	0	0	     2
Halanaerobium praevalens	0	0	0	0	     1
Anoxybacter fermentans	0	0	0	0	     1
Biomaibacter acetigenes	0	0	0	0	     2
Thermosediminibacter oceani	0	0	0	0	     1
Koleobacter methoxysyntrophicus	0	0	0	0	     1
Anaerococcus obesiensis	0	0	0	0	     1
Parvimonas micra	0	0	0	0	     5
Sedimentibacter sp. zth1	0	0	0	0	     1
Veillonella nakazawae	0	0	0	0	     8
Veillonella rodentium	0	0	0	0	     1
Phascolarctobacterium faecium	0	0	0	0	     7
Selenomonas sp. oral taxon 126	0	0	0	0	     4
Sporomusa termitida	0	0	0	0	     1
Erysipelothrix rhusiopathiae	0	0	0	0	     1
Erysipelothrix inopinata	0	0	0	0	     1
Erysipelothrix piscisicarius	0	0	0	0	     1
Erysipelothrix sp. HDW6C	0	0	0	0	     1
Amedibacterium intestinale	0	0	0	0	     1
Turicibacter sanguinis	0	0	0	0	     1
Turicibacter sp. H121	0	0	0	0	     1
Deinococcus puniceus	0	0	0	0	     2
Deinococcus psychrotolerans	0	0	0	0	     2
Deinococcus proteolyticus	0	0	0	0	     1
Synechococcus sp. CBW1108	0	0	0	0	    29
Synechococcus sp. CBW1107	0	0	0	0	     2
Synechococcus sp. NOUM97013	0	0	0	0	     1
Synechococcus sp. RS9909	0	0	0	0	     1
Synechococcus sp. MIT S9220	0	0	0	0	     1
Synechococcus sp. CC9311	0	0	0	0	     1
Synechococcus lividus	0	0	0	0	     3
Synechococcus elongatus	0	0	0	0	     1
Dactylococcopsis salina	0	0	0	0	     2
Cyanobium sp. NS01	0	0	0	0	     3
Chamaesiphon minutus	0	0	0	0	     2
Nostoc sp. UHCC 0702	0	0	0	0	     5
Nostoc sp. C052	0	0	0	0	     2
Nostoc sp. CENA543	0	0	0	0	     1
Nostoc sp. TCL26-01	0	0	0	0	     1
Nostoc edaphicum	0	0	0	0	     1
Nostoc punctiforme	0	0	0	0	     1
Nostoc carneum	0	0	0	0	     1
Anabaena sp. 90	0	0	0	0	     1
Calothrix sp. NIES-2098	0	0	0	0	     1
Anabaenopsis circularis	0	0	0	0	     2
Anabaenopsis elenkinii	0	0	0	0	     1
Leptolyngbya sp. PKUAC-SCTE412	0	0	0	0	     2
Leptolyngbya sp. 7M	0	0	0	0	     2
Leptolyngbya sp. BL0902	0	0	0	0	     1
Kovacikia sp. CCNU0001	0	0	0	0	     2
Geminocystis sp. NIES-3708	0	0	0	0	     1
cyanobacterium endosymbiont of Rhopalodia gibberula	0	0	0	0	     1
Mycoplasma dispar	0	0	0	0	     7
Mycoplasma sp. Mirounga ES2806-NAS	0	0	0	0	     3
Mycoplasma sp. OR1901	0	0	0	0	     1
Mycoplasma neurolyticum	0	0	0	0	     4
Mycoplasma penetrans	0	0	0	0	     2
Mycoplasma alkalescens	0	0	0	0	     1
Mycoplasma parvum	0	0	0	0	     1
Mycoplasma mycoides	0	0	0	0	     1
Mycoplasma flocculare	0	0	0	0	     1
Mycoplasma hyorhinis	0	0	0	0	     1
Mycoplasma hyopneumoniae	0	0	0	0	     1
Mycoplasmopsis anatis	0	0	0	0	     2
Mycoplasmopsis agalactiae	0	0	0	0	     1
Mycoplasmopsis columboralis	0	0	0	0	     1
Mesoplasma chauliocola	0	0	0	0	     2
Mesoplasma entomophilum	0	0	0	0	     1
Mesoplasma tabanidae	0	0	0	0	     1
Entomoplasma freundtii	0	0	0	0	     1
Spiroplasma cantharicola	0	0	0	0	     1
Spiroplasma syrphidicola	0	0	0	0	     1
Spiroplasma helicoides	0	0	0	0	     1
Aster yellows witches'-broom phytoplasma	0	0	0	0	     1
Tepidiforma bonchosmolovskayae	0	0	0	0	    17
Thermomicrobium roseum	0	0	0	0	     1
Chloroflexus aggregans	0	0	0	0	     2
Chryseobacterium sp. T16E-39	0	0	0	0	     8
Chryseobacterium sp. G0162	0	0	0	0	     5
Chryseobacterium sp. NEB161	0	0	0	0	     5
Chryseobacterium sp. 6424	0	0	0	0	     3
Chryseobacterium sp.	0	0	0	0	     3
Chryseobacterium sp. POL2	0	0	0	0	     2
Chryseobacterium nakagawai	0	0	0	0	     8
Chryseobacterium salivictor	0	0	0	0	     2
Kaistella jeonii	0	0	0	0	    11
Kaistella carnis	0	0	0	0	     1
Elizabethkingia sp. JS20170427COW	0	0	0	0	     3
Elizabethkingia miricola	0	0	0	0	     2
Riemerella anatipestifer	0	0	0	0	     1
Flavobacterium sp. CS20	0	0	0	0	     2
Flavobacterium sp. WSW3-B6	0	0	0	0	     1
Flavobacterium sp. M31R6	0	0	0	0	     1
Flavobacterium crocinum	0	0	0	0	     3
Flavobacterium indicum	0	0	0	0	     2
Flavobacterium album	0	0	0	0	     2
Flavobacterium arcticum	0	0	0	0	     1
Flavobacterium faecale	0	0	0	0	     1
Polaribacter sp. ALD11	0	0	0	0	     8
Polaribacter sp. SM13	0	0	0	0	     2
Polaribacter litorisediminis	0	0	0	0	     4
Lacinutrix sp. WUR7	0	0	0	0	    10
Lacinutrix sp. 5H-3-7-4	0	0	0	0	     1
Gramella flava	0	0	0	0	     8
Gramella fulva	0	0	0	0	     2
Gramella sp. MAR_2010_147	0	0	0	0	     1
Capnocytophaga endodontalis	0	0	0	0	     2
Capnocytophaga gingivalis	0	0	0	0	     1
Capnocytophaga canimorsus	0	0	0	0	     1
Winogradskyella sp. PC-19	0	0	0	0	     9
Winogradskyella sp. HaHa_3_26	0	0	0	0	     1
Siansivirga zeaxanthinifaciens	0	0	0	0	     9
Oceanihabitans sp. IOP_32	0	0	0	0	     8
Tenacibaculum jejuense	0	0	0	0	     5
Tenacibaculum todarodis	0	0	0	0	     1
Cellulophaga sp. HaHaR_3_176	0	0	0	0	     2
Cellulophaga sp. HaHa_2_95	0	0	0	0	     1
Cellulophaga lytica	0	0	0	0	     1
Cellulophaga algicola	0	0	0	0	     1
Nonlabens sp. MB-3u-79	0	0	0	0	     2
Kordia antarctica	0	0	0	0	     3
Aquimarina sp. AD1	0	0	0	0	     3
Muriicola soli	0	0	0	0	     2
Tamlana sp. s12	0	0	0	0	     2
Olleya sp. Bg11-27	0	0	0	0	     2
Algibacter alginicilyticus	0	0	0	0	     1
Algibacter sp. L1A34	0	0	0	0	     1
Leeuwenhoekiella sp. ZYFB001	0	0	0	0	     1
Aequorivita sp. H23M31	0	0	0	0	     1
Aequorivita sp. KX20305	0	0	0	0	     1
Mesoflavibacter sp. SCSIO 43206	0	0	0	0	     1
Seonamhaeicola sp. S2-3	0	0	0	0	     1
Altibacter sp. ALE3EI	0	0	0	0	     1
Zobellia galactanivorans	0	0	0	0	     1
Gilvibacter sp. SZ-19	0	0	0	0	     1
Galbibacter sp. BG1	0	0	0	0	     1
Dokdonia sp. MED134	0	0	0	0	     1
Blattabacterium sp. (Mastotermes darwiniensis)	0	0	0	0	     1
Blattabacterium sp. (Cryptocercus kyebangensis)	0	0	0	0	     1
Owenweeksia hongkongensis	0	0	0	0	     1
Hymenobacter baengnokdamensis	0	0	0	0	    43
Hymenobacter radiodurans	0	0	0	0	    28
Hymenobacter jejuensis	0	0	0	0	    24
Pontibacter russatus	0	0	0	0	     5
Pontibacter akesuensis	0	0	0	0	     4
Pontibacter actiniarum	0	0	0	0	     2
Pontibacter korlensis	0	0	0	0	     1
Pontibacter sp. SGAir0037	0	0	0	0	     1
Nibribacter ruber	0	0	0	0	     5
Rufibacter radiotolerans	0	0	0	0	     2
Spirosoma sp. KCTC 42546	0	0	0	0	    20
Spirosoma radiotolerans	0	0	0	0	     7
Spirosoma endbachense	0	0	0	0	     6
Dyadobacter sp. NIV53	0	0	0	0	     2
Dyadobacter sp. Q3-56	0	0	0	0	     1
Leadbetterella byssophila	0	0	0	0	     5
Algoriphagus sp. NBT04N3	0	0	0	0	     5
Algoriphagus sanaruensis	0	0	0	0	     3
Echinicola vietnamensis	0	0	0	0	     6
Aquiflexum balticum	0	0	0	0	     5
Cyclobacterium marinum	0	0	0	0	     1
Flammeovirga kamogawensis	0	0	0	0	     5
Flammeovirga yaeyamensis	0	0	0	0	     1
Flammeovirga sp. MY04	0	0	0	0	     1
Fulvivirga sp. S481	0	0	0	0	     1
Mangrovivirga cuniculi	0	0	0	0	     1
Bacteroides faecis	0	0	0	0	     7
Bacteroides eggerthii	0	0	0	0	     3
Bacteroides nordii	0	0	0	0	     3
Bacteroides sp. CBA7301	0	0	0	0	     2
Bacteroides coprosuis	0	0	0	0	     2
Bacteroides cellulosilyticus	0	0	0	0	     1
Bacteroides stercoris	0	0	0	0	     1
Porphyromonas endodontalis	0	0	0	0	     1
Porphyromonas cangingivalis	0	0	0	0	     1
Prevotella denticola	0	0	0	0	     6
Prevotella ruminicola	0	0	0	0	     2
Prevotella oris	0	0	0	0	     1
Prevotella scopos	0	0	0	0	     1
Paludibacter propionicigenes	0	0	0	0	    10
Alistipes finegoldii	0	0	0	0	     1
Alistipes onderdonkii	0	0	0	0	     1
Petrimonas mucosa	0	0	0	0	     2
Dysgonomonas sp. HDW5B	0	0	0	0	     1
Butyricimonas virosa	0	0	0	0	     1
Butyricimonas faecalis	0	0	0	0	     1
Salinivirga cyanobacteriivorans	0	0	0	0	     2
Barnesiella viscericola	0	0	0	0	     1
Draconibacterium orientale	0	0	0	0	     2
Maribellus comscasis	0	0	0	0	     1
Alkalitalea saponilacus	0	0	0	0	     1
Sphingobacterium spiritivorum	0	0	0	0	    47
Sphingobacterium sp. DR205	0	0	0	0	     6
Sphingobacterium sp. ML3W	0	0	0	0	     1
Sphingobacterium psychroaquaticum	0	0	0	0	     6
Sphingobacterium hotanense	0	0	0	0	     5
Sphingobacterium thalpophilum	0	0	0	0	     1
Mucilaginibacter mallensis	0	0	0	0	     4
Mucilaginibacter mali	0	0	0	0	     3
Mucilaginibacter sp. 14171R-50	0	0	0	0	     1
Mucilaginibacter ginsenosidivorans	0	0	0	0	     1
Pedobacter roseus	0	0	0	0	    17
Pedobacter sp. PACM 27299	0	0	0	0	     1
Pedobacter steynii	0	0	0	0	     1
Olivibacter sp. SDN3	0	0	0	0	     1
Pseudopedobacter saltans	0	0	0	0	     1
Arachidicoccus sp. 5GH13-10	0	0	0	0	     1
Niabella soli	0	0	0	0	     1
Haliscomenobacter hydrossis	0	0	0	0	     2
Chlorobium phaeobacteroides	0	0	0	0	     1
Prosthecochloris sp. CIB 2401	0	0	0	0	     1
Chloroherpeton thalassium	0	0	0	0	     1
Chlorobaculum limnaeum	0	0	0	0	     1
Melioribacter roseus	0	0	0	0	     1
Gemmatimonas aurantiaca	0	0	0	0	     3
Telmatocola sphagniphila	0	0	0	0	     2
Tuwongella immobilis	0	0	0	0	     1
Gimesia chilikensis	0	0	0	0	    17
Gimesia maris	0	0	0	0	     1
Gimesia algae	0	0	0	0	     1
Gimesia panareensis	0	0	0	0	     1
Planctomyces sp. SH-PL14	0	0	0	0	     1
Fuerstia marisgermanicae	0	0	0	0	     3
Planctopirus ephydatiae	0	0	0	0	     1
Thalassoglobus polymorphus	0	0	0	0	     1
Adhaeretor mobilis	0	0	0	0	     1
Stieleria neptunia	0	0	0	0	     6
Bremerella volcania	0	0	0	0	     5
Rosistilla oblonga	0	0	0	0	     1
Pirellula staleyi	0	0	0	0	     1
Humisphaera borealis	0	0	0	0	    37
Limihaloglobus sulfuriphilus	0	0	0	0	     3
Anaerohalosphaera lusitana	0	0	0	0	     2
Luteolibacter luteus	0	0	0	0	     2
Lacunisphaera limnophila	0	0	0	0	    19
Opitutus terrae	0	0	0	0	     1
Coraliomargarita akajimensis	0	0	0	0	     1
Methylacidimicrobium sp. B4	0	0	0	0	     2
Methylacidiphilum infernorum	0	0	0	0	     1
Chlamydia sp. H15-1957-10C	0	0	0	0	     1
Chlamydia trachomatis	0	0	0	0	     1
Chlamydiifrater phoenicopteri	0	0	0	0	     1
Nitrospira japonica	0	0	0	0	    11
Terriglobus roseus	0	0	0	0	    20
Terriglobus saanensis	0	0	0	0	     4
Granulicella tundricola	0	0	0	0	     6
Acidisarcina polymorpha	0	0	0	0	     6
Edaphobacter sp. 12200R-103	0	0	0	0	     1
Candidatus Koribacter versatilis	0	0	0	0	     2
Chloracidobacterium validum	0	0	0	0	     6
Thermotomaculum hydrothermale	0	0	0	0	     1
Turneriella parva	0	0	0	0	    16
Leptospira interrogans	0	0	0	0	     3
Leptospira biflexa	0	0	0	0	     1
Leptospira santarosai	0	0	0	0	     1
Leptospira weilii	0	0	0	0	     1
Treponema sp. Marseille-Q4132	0	0	0	0	     1
Treponema sp. RCC2812	0	0	0	0	     1
Treponema succinifaciens	0	0	0	0	     2
Treponema azotonutricium	0	0	0	0	     1
Borrelia recurrentis	0	0	0	0	     2
Borrelia anserina	0	0	0	0	     1
Borrelia sp. HM	0	0	0	0	     1
Borreliella afzelii	0	0	0	0	     1
Borreliella valaisiana	0	0	0	0	     1
