PAG	DNF11_0001	Pregnancy-associated glycoprotein
brd9	DNF11_3596	Bromodomain-containing protein 9
TRM5	DNF11_3597	tRNA (guanine(37)-N1)-methyltransferase
cdm1	DNF11_3598	DNA polymerase delta subunit 4
	DNF11_3599	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase
pup3	DNF11_3600	putative proteasome subunit beta type-3
	DNF11_3601	putative AAA domain-containing protein C24B10.10c
HIS1	DNF11_3602	ATP phosphoribosyltransferase
brf1	DNF11_3603	Transcription factor IIIB 60 kDa subunit
	DNF11_3604	COBW domain-containing protein
	DNF11_3605	hypothetical protein
	DNF11_3606	Ribonucleases P/MRP protein subunit POP5
	DNF11_3607	uncharacterized protein
BRO1	DNF11_3608	Vacuolar protein-sorting protein BRO1
cnd3	DNF11_3609	Condensin complex subunit 3
lplA	DNF11_3610	Lipoate-protein ligase A
CHS6	DNF11_3611	Chitin synthase 6
	DNF11_3612	hypothetical protein
chmp1	DNF11_3613	Charged multivesicular body protein 1
	DNF11_3614	hypothetical protein
MDM31	DNF11_3615	Mitochondrial distribution and morphology protein 31
	DNF11_3616	Centromere-associated protein K
ANT1	DNF11_3617	Peroxisomal adenine nucleotide transporter 1
fuy1	DNF11_3618	putative UTP--glucose-1-phosphate uridylyltransferase
CAPZB	DNF11_3619	F-actin-capping protein subunit beta isoforms 1 and 2
PPP1R7	DNF11_3620	Protein phosphatase 1 regulatory subunit 7
	DNF11_3621	hypothetical protein
	DNF11_3622	putative ABC transporter ATP-binding protein C16H5.08c
HAP3	DNF11_3623	Transcriptional activator HAP3
ERV14	DNF11_3624	ER-derived vesicles protein ERV14
Smc5	DNF11_3625	Structural maintenance of chromosomes protein 5
	DNF11_3626	hypothetical protein
MRPL23	DNF11_3627	54S ribosomal protein L23, mitochondrial
clc1	DNF11_3628	Clathrin light chain
	DNF11_3629	Myb-like DNA-binding domain protein
	DNF11_3630	uncharacterized protein
GMFB	DNF11_3631	Glia maturation factor beta
	DNF11_3632	uncharacterized protein
	DNF11_3633	hypothetical protein
nob1	DNF11_3634	20S-pre-rRNA D-site endonuclease nob1
dnaJ2	DNF11_3635	Chaperone protein DnaJ 2
pob1	DNF11_3636	Protein pob1
MCA1	DNF11_3637	Metacaspase-1
	DNF11_3638	hypothetical protein
Usp36	DNF11_3639	Ubiquitin carboxyl-terminal hydrolase 36
	DNF11_3640	Karyopherin (importin) beta
	DNF11_3641	uncharacterized protein
	DNF11_3642	uncharacterized protein
	DNF11_3643	Translationally controlled tumor protein
ISY1	DNF11_3644	Pre-mRNA-splicing factor ISY1
rpl1b	DNF11_3645	60S ribosomal protein L1-B
RPS11B	DNF11_3646	40S ribosomal protein S11-B
RPS12	DNF11_3647	40S ribosomal protein S12
NGR1	DNF11_3648	Negative growth regulatory protein NGR1
	DNF11_3649	Alpha/beta hydrolase family protein
tbce	DNF11_3650	Tubulin-specific chaperone E
	DNF11_3651	zinc-binding alcohol dehydrogenase family protein
ria1	DNF11_3652	Ribosome assembly protein 1
cwf17	DNF11_3653	Pre-mRNA-splicing factor cwf17
	DNF11_3654	hypothetical protein
ale1	DNF11_3655	Lysophospholipid acyltransferase
PPT1	DNF11_3656	Palmitoyl-protein thioesterase 1
	DNF11_3657	Phosphatidylglycerol phospholipase C
	DNF11_3658	uncharacterized protein
	DNF11_3659	hypothetical protein
CYP10	DNF11_3660	Peptidyl-prolyl cis-trans isomerase-like 3
nrf1	DNF11_3661	Vacuolar transporter chaperone 1
	DNF11_3662	Myb-like DNA-binding domain protein
Copb2	DNF11_3663	Coatomer subunit beta'
grrA	DNF11_3664	SCF E3 ubiquitin ligase complex F-box protein grrA
	DNF11_3665	uncharacterized protein
	DNF11_3666	hypothetical protein
taf5	DNF11_3667	Transcription initiation factor TFIID subunit 5
lcb1	DNF11_3668	Serine palmitoyltransferase 1
UBC2	DNF11_3669	Ubiquitin-conjugating enzyme E2 2
	DNF11_3670	hypothetical protein
Tgs1	DNF11_3671	Trimethylguanosine synthase
	DNF11_3672	uncharacterized protein
rhp54	DNF11_3673	DNA repair protein rhp54
tfb2	DNF11_3674	RNA polymerase II transcription factor B subunit2
ACADSB	DNF11_3675	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
PMU1	DNF11_3676	putative phosphomutase PMU1
DNF1	DNF11_3677	Phospholipid-transporting ATPase DNF1
	DNF11_3678	hypothetical protein
	DNF11_3679	hypothetical protein
	DNF11_3680	Galactosyltransferase
pic1	DNF11_3681	Inner centromere protein-related protein pic1
	DNF11_3682	PX domain protein
tup12	DNF11_3683	Transcriptional repressor tup12
	DNF11_3684	uncharacterized protein
	DNF11_3685	Ribose-phosphate pyrophosphokinase 1
SPB4	DNF11_3686	ATP-dependent rRNA helicase SPB4
	DNF11_3687	uncharacterized protein
vps74	DNF11_3688	Vacuolar protein sorting-associated protein 74
nol6	DNF11_3689	Nucleolar protein 6
	DNF11_3690	uncharacterized protein
	DNF11_3691	hypothetical protein
	DNF11_3692	hypothetical protein
ILV2	DNF11_3693	Acetolactate synthase, mitochondrial
pch1	DNF11_3694	Cyclin pch1
tfip11	DNF11_3695	Tuftelin-interacting protein 11
	DNF11_3696	hypothetical protein
mesA	DNF11_3697	Protein mesA
cut1	DNF11_3698	Separin
	DNF11_3699	hypothetical protein
usp107	DNF11_3700	U1 snRNP-associated protein usp107
SEC24	DNF11_3701	Protein transport protein SEC24
SSN3	DNF11_3702	Serine/threonine-protein kinase SSN3
tif221	DNF11_3703	Translation initiation factor eIF-2B subunit alpha
DRS1	DNF11_3704	ATP-dependent RNA helicase DRS1
dma1	DNF11_3705	putative E3 ubiquitin-protein ligase dma1
KRR1	DNF11_3706	KRR1 small subunit processome component
rad8	DNF11_3707	DNA repair protein rad5
Pggt1b	DNF11_3708	Geranylgeranyl transferase type-1 subunit beta
Abce1	DNF11_3709	ATP-binding cassette sub-family E member 1
	DNF11_3710	uncharacterized protein
COPB1	DNF11_3711	Coatomer subunit beta
prfA	DNF11_3712	Peptide chain release factor 1
	DNF11_3713	SGF29 tudor-like domain protein
	DNF11_3714	hypothetical protein
	DNF11_3715	hypothetical protein
LACTB2	DNF11_3716	Beta-lactamase-like protein 2
	DNF11_3717	Enolase
Ide	DNF11_3718	Insulin-degrading enzyme
dbr1	DNF11_3719	Lariat debranching enzyme
	DNF11_3720	Delta(12) fatty acid desaturase
MP3	DNF11_3721	putative steroid-binding protein 3
	DNF11_3722	hypothetical protein
NAF1	DNF11_3723	H/ACA ribonucleoprotein complex non-core subunitNAF1
acuE	DNF11_3724	Malate synthase, glyoxysomal
ekc1	DNF11_3725	Extragenic suppressor of kinetochore protein 1
Acaa2	DNF11_3726	3-ketoacyl-CoA thiolase, mitochondrial
	DNF11_3727	Golgi transport complex subunit 5
NOLC1	DNF11_3728	Nucleolar and coiled-body phosphoprotein 1
thiD	DNF11_3729	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AP3B1	DNF11_3730	AP-3 complex subunit beta-1
	DNF11_3731	uncharacterized protein
HSP81-3	DNF11_3732	Heat shock protein 81-3
CCR4_1	DNF11_3733	Glucose-repressible alcohol dehydrogenase transcriptional effector
	DNF11_3734	hypothetical protein
SKT5	DNF11_3735	Protein SKT5
SNG1	DNF11_3736	Nitrosoguanidine resistance protein SNG1
psm1	DNF11_3737	Structural maintenance of chromosomes protein 1
	DNF11_3738	Dor1-like family protein
saf1	DNF11_3739	Protein saf1
	DNF11_3740	hypothetical protein
tpp1	DNF11_3741	Trehalose-phosphatase
MNS1_1	DNF11_3742	Mannosyl-oligosaccharide 1,2-alpha-mannosidase
dpy-23	DNF11_3743	AP-2 complex subunit mu
sen54	DNF11_3744	putative tRNA-splicing endonuclease subunit sen54
	DNF11_3745	uncharacterized protein
	DNF11_3746	uncharacterized protein
	DNF11_3747	hypothetical protein
	DNF11_3748	uncharacterized protein
lap3	DNF11_3749	Cytosol aminopeptidase
rad16	DNF11_3750	DNA repair protein rad16
	DNF11_3751	hypothetical protein
	DNF11_3752	hypothetical protein
phyA_5	DNF11_3753	3-phytase A
caf5	DNF11_3754	Caffeine resistance protein 5
AIM6	DNF11_3755	Altered inheritance of mitochondria protein 6
mcm6	DNF11_3756	DNA replication licensing factor mcm6
rrp7	DNF11_3757	Ribosomal RNA-processing protein 7
RSM24	DNF11_3758	37S ribosomal protein S24, mitochondrial
NNT1_1	DNF11_3759	Putative nicotinamide N-methyltransferase
TIM50	DNF11_3760	Mitochondrial import inner membrane translocase subunit TIM50
	DNF11_3761	hypothetical protein
	DNF11_3762	uncharacterized protein
PTRHD1	DNF11_3763	Putative peptidyl-tRNA hydrolase PTRHD1
trs23	DNF11_3764	Transport protein particle subunit trs23
	DNF11_3765	Eukaryotic translation initiation factor 3 subunit M
arc3	DNF11_3766	Actin-related protein 2/3 complex subunit 3
	DNF11_3767	putative AAA domain-containing protein C16E9.10c
TAD2	DNF11_3768	tRNA-specific adenosine deaminase subunit TAD2
car-1	DNF11_3769	Arginase
cyb5r4	DNF11_3770	Cytochrome b5 reductase 4
gst2	DNF11_3771	Glutathione S-transferase 2
EXG1	DNF11_3772	Glucan 1,3-beta-glucosidase
	DNF11_3773	uncharacterized protein
	DNF11_3774	hypothetical protein
PLT5_2	DNF11_3775	Polyol transporter 5
FAM86A	DNF11_3776	Protein FAM86A
chac2	DNF11_3777	Cation transport regulator-like protein 2
	DNF11_3778	hypothetical protein
	DNF11_3779	NADH-ubiquinone oxidoreductase 20.8 kDa subunit
	DNF11_3780	hypothetical protein
	DNF11_3781	hypothetical protein
	DNF11_3782	Putative succinate-semialdehyde dehydrogenase.12c [NADP(+)
sec14_2	DNF11_3783	Sec14 cytosolic factor
Naa11	DNF11_3784	N-alpha-acetyltransferase 11
	DNF11_3785	hypothetical protein
nog1	DNF11_3786	putative nucleolar GTP-binding protein 1
	DNF11_3787	hypothetical protein
pruA	DNF11_3788	Delta-1-pyrroline-5-carboxylate dehydrogenase
BET3	DNF11_3789	Trafficking protein particle complex subunit BET3
AXL2	DNF11_3790	Axial budding pattern protein 2
gle1	DNF11_3791	Nucleoporin gle1
Ogg1	DNF11_3792	DNA-(apurinic or apyrimidinic site) lyase
	DNF11_3793	uncharacterized protein
pr1_2	DNF11_3794	Aspartic protease
	DNF11_3795	hypothetical protein
LIP1	DNF11_3796	Lipase 1
LIP4_2	DNF11_3797	Lipase 4
jmj4	DNF11_3798	JmjC domain-containing protein 4
rer1	DNF11_3799	Protein rer1
UBP2	DNF11_3800	Ubiquitin carboxyl-terminal hydrolase 2
Heatr5b	DNF11_3801	HEAT repeat-containing protein 5B
NLRC3	DNF11_3802	Protein NLRC3
MNS1_2	DNF11_3803	Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS1
SDT1	DNF11_3804	Suppressor of disruption of TFIIS
ALG13	DNF11_3805	UDP-N-acetylglucosamine transferase subunit ALG13
TSC2	DNF11_3806	Tuberin
	DNF11_3807	Putative peroxiredoxin
qcr6	DNF11_3808	Cytochrome b-c1 complex subunit 6
LSM6	DNF11_3809	U6 snRNA-associated Sm-like protein LSm6
	DNF11_3810	uncharacterized protein
sA	DNF11_3811	Phosphoadenosine phosphosulfate reductase
rpl4b	DNF11_3812	60S ribosomal protein L4-B
Bche	DNF11_3813	Cholinesterase
TRR1	DNF11_3814	Thioredoxin reductase
	DNF11_3815	Aconitate hydratase, mitochondrial
sin1	DNF11_3816	Stress-activated map kinase-interacting protein 1
wos2	DNF11_3817	Protein wos2
mki67ipl	DNF11_3818	MKI67 FHA domain-interacting nucleolar phosphoprotein-like protein
PRMT5	DNF11_3819	Protein arginine N-methyltransferase 5
	DNF11_3820	SPT2 chromatin protein
naa50	DNF11_3821	N-alpha-acetyltransferase 50
act2	DNF11_3822	Actin-related protein 3
VPS15	DNF11_3823	Putative serine/threonine-protein kinase VPS15
NOP16	DNF11_3824	Nucleolar protein 16
	DNF11_3825	hypothetical protein
Flad1	DNF11_3826	FAD synthase region
exo2	DNF11_3827	5'-3' exoribonuclease 1
	DNF11_3828	hypothetical protein
CAND1	DNF11_3829	Cullin-associated NEDD8-dissociated protein 1
metE	DNF11_3830	Homoserine O-acetyltransferase
TCERG1	DNF11_3831	Transcription elongation regulator 1
	DNF11_3832	hypothetical protein
VAC8	DNF11_3833	Vacuolar protein 8
COX13	DNF11_3834	Cytochrome c oxidase subunit 6A, mitochondrial
HSD17B11	DNF11_3835	Estradiol 17-beta-dehydrogenase 11
	DNF11_3836	Sec20
	DNF11_3837	Rgp1
rfc1	DNF11_3838	Replication factor C subunit 1
	DNF11_3839	uncharacterized protein
YEH2_2	DNF11_3840	Sterol esterase 2
ZNF207	DNF11_3841	Zinc finger protein 207
BDF1	DNF11_3842	Bromodomain-containing factor 1
Trappc6b	DNF11_3843	Trafficking protein particle complex subunit 6B
ubr1	DNF11_3844	E3 ubiquitin-protein ligase ubr1
	DNF11_3845	E3 ubiquitin-protein ligase TOM1-like protein
	DNF11_3846	putative relative of glutathione S-transferase, MAPEG superfamily
sid2	DNF11_3847	Serine/threonine-protein kinase sid2
SPC25	DNF11_3848	uncharacterized protein
	DNF11_3849	uncharacterized protein
	DNF11_3850	uncharacterized protein
	DNF11_3851	hypothetical protein
ECH1	DNF11_3852	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
iki3	DNF11_3853	Elongator complex protein 1
VAS1_1	DNF11_3854	Valine--tRNA ligase, mitochondrial
VAS1_2	DNF11_3855	Valine--tRNA ligase, mitochondrial
hhoA	DNF11_3856	Histone H1
pim1	DNF11_3857	Protein pim1
FPR4	DNF11_3858	FK506-binding protein 4
rtt109	DNF11_3859	Histone acetyltransferase rtt109
MLH3	DNF11_3860	DNA mismatch repair protein MLH3
	DNF11_3861	hypothetical protein
ned1	DNF11_3862	Nuclear elongation and deformation protein 1
	DNF11_3863	hypothetical protein
	DNF11_3864	uncharacterized protein
	DNF11_3865	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit
rpn-8	DNF11_3866	26S proteasome regulatory subunit rpn-8
	DNF11_3867	Mis6
PNO1	DNF11_3868	Pre-rRNA-processing protein PNO1
YOP1	DNF11_3869	Protein YOP1
	DNF11_3870	heat shock protein GrpE
PAB1_2	DNF11_3871	Polyadenylate-binding protein, cytoplasmic and nuclear
NOC3	DNF11_3872	Nucleolar complex-associated protein 3
KEX1	DNF11_3873	Pheromone-processing carboxypeptidase KEX1
	DNF11_3874	hypothetical protein
	DNF11_3875	NifU-like protein.19c
rpa2	DNF11_3876	putative DNA-directed RNA polymerase I subunit RPA2
hrf1	DNF11_3877	Protein transport protein yif1
EIF1AY	DNF11_3878	Eukaryotic translation initiation factor 1A, Y-chromosomal
SIN3	DNF11_3879	Transcriptional regulatory protein SIN3
alg5	DNF11_3880	Dolichyl-phosphate beta-glucosyltransferase
	DNF11_3881	hypothetical protein
ccdc25	DNF11_3882	Coiled-coil domain-containing protein 25
ark1	DNF11_3883	Serine/threonine-protein kinase ark1
HTZ1	DNF11_3884	Histone H2A.Z
	DNF11_3885	putative protein containing caspase domain protein
AT6	DNF11_3886	putative long-chain-alcohol O-fatty-acyltransferase 6
tom-40	DNF11_3887	Mitochondrial import receptor subunit tom-40
bye1	DNF11_3888	Transcription factor bye1
dhkJ	DNF11_3889	Hybrid signal transduction histidine kinase J
	DNF11_3890	Helix-loop-helix DNA-binding domain protein
top-3	DNF11_3891	DNA topoisomerase 3
WDR85	DNF11_3892	WD repeat-containing protein 85
dpp1	DNF11_3893	putative diacylglycerol pyrophosphate phosphatase 1
ATM1	DNF11_3894	Iron-sulfur clusters transporter ATM1, mitochondrial
AREA	DNF11_3895	Nitrogen regulatory protein areA
ARL1	DNF11_3896	ADP-ribosylation factor-like protein 1
sec16	DNF11_3897	COPII coat assembly protein sec16
SU2	DNF11_3898	Eukaryotic peptide chain release factor subunit 1
mrpl51	DNF11_3899	54S ribosomal protein L51, mitochondrial
BNI1	DNF11_3900	Protein BNI1
vma-8	DNF11_3901	V-type proton ATPase subunit D
	DNF11_3902	uncharacterized protein
URA6	DNF11_3903	Uridylate kinase
BTN1	DNF11_3904	Protein BTN1
chmp2a	DNF11_3905	Charged multivesicular body protein 2a
skh1	DNF11_3906	MAP kinase kinase skh1/pek1
CYC3	DNF11_3907	Cytochrome c heme lyase
	DNF11_3908	putative phosphosugar isomerase
YTHDF2	DNF11_3909	YTH domain family protein 2
CKAP5	DNF11_3910	Cytoskeleton-associated protein 5
fcyB	DNF11_3911	Purine-cytosine permease fcyB
lys4	DNF11_3912	Homocitrate synthase, mitochondrial
	DNF11_3913	hypothetical protein
Snrnp27	DNF11_3914	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein
dus2	DNF11_3915	tRNA-dihydrouridine(20) synthase [NAD(P)+
	DNF11_3916	Shikimate dehydrogenase
mdl1	DNF11_3917	ATP-dependent permease MDL1, mitochondrial
crls-1	DNF11_3918	putative cardiolipin synthase 1
tif223	DNF11_3919	putative translation initiation factor eIF-2B subunit gamma
upf2	DNF11_3920	Nonsense-mediated mRNA decay protein 2
PCBP4	DNF11_3921	Poly(rC)-binding protein 4
pmp-3	DNF11_3922	Plasma membrane proteolipid 3
UGT84A2	DNF11_3923	UDP-glycosyltransferase 84A2
CYP4F3	DNF11_3924	Leukotriene-B(4) omega-hydroxylase 2
Dut	DNF11_3925	Deoxyuridine 5'-triphosphate nucleotidohydrolase
rib2	DNF11_3926	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase
CWC27	DNF11_3927	Peptidyl-prolyl isomerase CWC27
rga2	DNF11_3928	putative Rho-type GTPase-activating protein 2
YRB2	DNF11_3929	Ran-specific GTPase-activating protein 2
	DNF11_3930	uncharacterized protein
	DNF11_3931	DNA-binding ATP-dependent protease La
pol3	DNF11_3932	DNA polymerase delta catalytic subunit
	DNF11_3933	Putative ribosomal RNA methyltransferase nop2
rgf1	DNF11_3934	Rho1 guanine nucleotide exchange factor 1
	DNF11_3935	uncharacterized protein
	DNF11_3936	NAD(P)H-hydrate epimerase
FMO2	DNF11_3937	Dimethylaniline monooxygenase [N-oxide-forming
	DNF11_3938	uncharacterized protein
mip-1	DNF11_3939	DNA polymerase gamma, mitochondrial
brr6	DNF11_3940	Nucleus export protein brr6
OCA6	DNF11_3941	Putative tyrosine-protein phosphatase OCA6
SUN2	DNF11_3942	SUN domain-containing protein 2
nme6	DNF11_3943	Nucleoside diphosphate kinase 6
ARI	DNF11_3944	Aldehyde reductase 1
SHR3	DNF11_3945	Secretory component protein SHR3
	DNF11_3946	hypothetical protein
ercc3	DNF11_3947	putative DNA repair helicase ercc3
Dctn4	DNF11_3948	Dynactin subunit 4
BUD6	DNF11_3949	Bud site selection protein 6
	DNF11_3950	uncharacterized protein
Fgd4	DNF11_3951	FYVE, RhoGEF and PH domain-containing protein 4
CHS5_2	DNF11_3952	Chitin biosynthesis protein CHS5
	DNF11_3953	Vps51/Vps67
tfg1	DNF11_3954	Transcription initiation factor IIF subunit alpha
AMPP_2	DNF11_3955	putative Xaa-Pro aminopeptidase P
CNS1	DNF11_3956	Hsp70/Hsp90 co-chaperone CNS1
hsk1	DNF11_3957	Cell cycle serine/threonine-protein kinase hsk1
	DNF11_3958	hypothetical protein
BUD32	DNF11_3959	Serine/threonine-protein kinase BUD32
ING4	DNF11_3960	Inhibitor of growth protein 4
msh-2	DNF11_3961	DNA mismatch repair protein msh-2
	DNF11_3962	hypothetical protein
sec9	DNF11_3963	Protein transport protein sec9
ATP23	DNF11_3964	Mitochondrial inner membrane protease ATP23
rpl13	DNF11_3965	60S ribosomal protein L13
gap1	DNF11_3966	GTPase-activating protein
PSK2	DNF11_3967	Serine/threonine-protein kinase PSK2
THYN1	DNF11_3968	Thymocyte nuclear protein 1
	DNF11_3969	hypothetical protein
Smpd1	DNF11_3970	Sphingomyelin phosphodiesterase
cf60	DNF11_3971	Counting factor 60
	DNF11_3972	uncharacterized protein
	DNF11_3973	hypothetical protein
	DNF11_3974	uncharacterized protein
pr1_3	DNF11_3975	Aspartic protease
PGC	DNF11_3976	Gastricsin
	DNF11_3977	hypothetical protein
	DNF11_3978	Glucose oxidase
	DNF11_3979	chaperone protein DnaJ
ctsd	DNF11_3980	Cathepsin D
TIM10	DNF11_3981	Mitochondrial import inner membrane translocase subunit TIM10
rps10b	DNF11_3982	40S ribosomal protein S10-B
rps30a	DNF11_3983	40S ribosomal protein S30
	DNF11_3984	uncharacterized protein
DAD2	DNF11_3985	DASH complex subunit DAD2
sgf73	DNF11_3986	SAGA-associated factor 73
DHX35	DNF11_3987	putative ATP-dependent RNA helicase DHX35
	DNF11_3988	hypothetical protein
vamp7B	DNF11_3989	Vesicle-associated membrane protein 7B
dps1	DNF11_3990	Aspartate--tRNA ligase, cytoplasmic
	DNF11_3991	Putative 2-dehydropantoate 2-reductase
	DNF11_3992	Helix-loop-helix DNA-binding domain protein
	DNF11_3993	putative methionine--tRNA ligase, mitochondrial
	DNF11_3994	hypothetical protein
	DNF11_3995	hypothetical protein
	DNF11_3996	hypothetical protein
	DNF11_3997	uncharacterized protein
nuo-24	DNF11_3998	NADH-ubiquinone oxidoreductase 24 kDa subunit, mitochondrial
	DNF11_3999	hypothetical protein
	DNF11_4000	hypothetical protein
	DNF11_4001	uncharacterized protein
	DNF11_4002	uncharacterized protein
	DNF11_4003	hypothetical protein
Ndufs8	DNF11_4004	NADH dehydrogenase [ubiquinone
bimA	DNF11_4005	Protein bimA
CFD1	DNF11_4006	Cytosolic Fe-S cluster assembly factor CFD1
ADK1	DNF11_4007	Adenylate kinase
REV1	DNF11_4008	DNA repair protein REV1
fcj1	DNF11_4009	Formation of crista junctions protein 1
	DNF11_4010	3,4-dihydroxy-2-butanone 4-phosphate synthase
vma1	DNF11_4011	V-type proton ATPase catalytic subunit A
PSMC2	DNF11_4012	26S protease regulatory subunit 7
	DNF11_4013	hypothetical protein
PAT1	DNF11_4014	Acetyl-CoA acetyltransferase
spm2	DNF11_4015	Ubiquitin-conjugating enzyme spm2
rrp4	DNF11_4016	Exosome complex component rrp4
CWC22	DNF11_4017	Pre-mRNA-splicing factor CWC22
Actr10	DNF11_4018	Actin-related protein 10
syf2	DNF11_4019	Pre-mRNA-splicing factor syf2
UPF3A	DNF11_4020	Regulator of nonsense transcripts 3A
march5	DNF11_4021	E3 ubiquitin-protein ligase MARCH5
	DNF11_4022	hypothetical protein
	DNF11_4023	hypothetical protein
	DNF11_4024	AB hydrolase superfamily protein C4A8.06c
CBR1	DNF11_4025	NADH-cytochrome b5 reductase 1
lys3	DNF11_4026	Saccharopine dehydrogenase [NAD(+), L-lysine-forming
